time,x,y,vx,vy
301.846,355.762,11.916,22.506,15.960
302.209,356.436,12.275,22.442,15.990
302.583,357.108,12.635,22.376,16.020
302.967,357.779,12.996,22.308,16.050
303.363,358.447,13.358,22.237,16.080
303.769,359.113,13.721,22.164,16.110
304.186,359.777,14.084,22.088,16.140
304.614,360.438,14.449,22.010,16.170
305.053,361.097,14.813,21.928,16.200
305.503,361.754,15.179,21.844,16.230
305.963,362.408,15.544,21.757,16.260
306.435,363.059,15.910,21.667,16.290
306.918,363.708,16.275,21.575,16.320
307.412,364.354,16.641,21.479,16.350
307.916,364.996,17.006,21.380,16.380
308.432,365.636,17.372,21.278,16.410
308.959,366.273,17.736,21.173,16.440
309.496,366.907,18.101,21.065,16.470
310.045,367.537,18.464,20.954,16.500
310.604,368.164,18.827,20.839,16.530
311.174,368.787,19.189,20.721,16.560
311.755,369.407,19.550,20.600,16.590
312.347,370.023,19.910,20.475,16.620
312.950,370.636,20.269,20.346,16.650
313.563,371.244,20.626,20.214,16.680
314.188,371.848,20.982,20.078,16.710
314.822,372.449,21.336,19.939,16.740
315.468,373.045,21.689,19.796,16.770
316.124,373.636,22.040,19.649,16.800
316.790,374.224,22.389,19.499,16.830
317.467,374.806,22.736,19.344,16.860
318.154,375.384,23.081,19.186,16.890
318.852,375.957,23.424,19.023,16.920
319.560,376.526,23.764,18.857,16.950
320.278,377.089,24.102,18.686,16.980
321.006,377.647,24.438,18.511,17.010
321.744,378.199,24.770,18.332,17.040
322.492,378.747,25.100,18.149,17.070
323.250,379.288,25.427,17.961,17.100
324.018,379.824,25.751,17.770,17.130
324.795,380.354,26.071,17.573,17.160
325.582,380.879,26.389,17.372,17.190
326.378,381.397,26.703,17.167,17.220
327.184,381.909,27.013,16.957,17.250
327.999,382.414,27.320,16.743,17.280
328.823,382.913,27.623,16.524,17.310
329.656,383.405,27.923,16.300,17.340
330.499,383.891,28.218,16.071,17.370
331.349,384.370,28.509,15.837,17.400
332.209,384.841,28.797,15.599,17.430
333.077,385.306,29.079,15.355,17.460
333.954,385.762,29.358,15.107,17.490
334.839,386.212,29.632,14.854,17.520
335.732,386.654,29.901,14.595,17.550
336.633,387.088,30.165,14.331,17.580
337.541,387.513,30.425,14.062,17.610
338.458,387.931,30.679,13.788,17.640
339.382,388.341,30.929,13.509,17.670
